Company,Country,Pavilion,Website,Activity (1 line),Products,Product categories (filters),Services,Service categories (filters),Target customers,Technologies,Technology categories (filters),Why target,Score,Source
AXON,France,,http://www.axon.com/fr,"Designs and distributes integrated public safety solutions (cameras, TASER, drones, evidence management).","Body-worn cameras · TASER devices · Security drones (Dedrone, Sky-Hero) · Digital evidence management platforms",Drones aériens (UAV),Public safety systems integration · Distribution and customer support · Security equipment training,Distribution & représentation · Intégration de systèmes · Formation & entraînement,"Civil security, MoD / Armed Forces, Defense industry",Data and video connectivity · Non-lethal weapon systems · Aerial systems (drones),Autre — à qualifier,"Technology leader in public safety and defense equipment with a diversified portfolio (lethal/non-lethal, aerial, data) — potential partner for procurement by European security agencies and MoD.",100,manual
BACHMANN RDS,France,,http://bachmannrds.com/,"Designs and manufactures deployable shelters, tents, and hangars for armed forces.",Modular tactical shelters · Hardened containers · Deployable shelters,"Conteneurs, malles, shelters",Training,Formation & entraînement,"MoD / Armed Forces, Civil security, Export / international",Hardened shelters,Autre — à qualifier,Tactical shelter supplier — partner for armed forces on overseas operations (OPEX) and deployed base protection.,100,medium
Backer HTF-Heating Technologies France,France,,https://backerhtf.fr/,Manufactures resistors and electric heating elements for various industrial sectors.,Electric heating resistors · Heating elements · Thermal measurement and control systems,Autre — à qualifier,Distribution · Technical consulting,Distribution & représentation,"Defense industrials, Defense primes",Electric thermal management,Imagerie infrarouge,"Thermal component supplier capable of equipping weapons systems, propulsion units, or heating systems in defense vehicles and equipment.",100,manual
BERNIER,France,,https://www.bernier.tm.fr/,"Manufactures military-grade circular connectors (CMA, CMALD, MMC, NWA series) for naval equipment, aeronautical applications and defence radio systems.","Push-pull circular connectors (CMA, CMASD, CMALD) · Break-away connectors (NWA, MMC) · STANAG 4695 Nett Warrior connectors · High-density contact connectors",Autre — à qualifier,Custom technical quotations · Sample supply · 3D files and technical drawings · Product catalogue distribution,Sous-traitance industrielle · Distribution & représentation,"Defence primes, Defence industrials, MoD / Armed Forces",Military-grade connectivity · High-speed data transmission in harsh environments,Autre — à qualifier,French specialist subcontractor in military-grade connectivity — critical supplier for naval equipment manufacturers and integrated defence radio systems.,100,manual
Bertin Technologies,France,,http://www.bertin-technologies.com/,"Designs and manufactures instrumentation and measurement systems for critical applications (defence, space, nuclear, science).",Monitoring and protection systems · Measurement and observation equipment · Instrumented components · Space systems,Optronique & viseurs (EO/IR),System integration · Engineering & consulting · MCO / MRO,Intégration de systèmes · Ingénierie & conseil,"MoD / Armed Forces, Defence primes, Defence industrials",Infrared imaging · Optronics · Advanced sensors,Imagerie infrarouge,"EN9100-certified European equipment manufacturer supplying critical systems for defence, space and nuclear applications — potential partner for system integration and instrumented components.",100,manual
BEYRIA,France,,http://www.beyria-emballages.com/,"Designs and manufactures hardened technical packaging for defense, aeronautics, and armament.",hardened technical cases · watertight containers · mil-spec custom packaging,"Conteneurs, malles, shelters · Batteries & packs énergétiques",training · certification / testing,Formation & entraînement · Certification & tests,"MoD / Armed Forces, Defense prime contractors, Defense manufacturers, Export / international",watertight containers,Autre — à qualifier,"Technical packaging supplier — partner for the deployment of sensitive equipment (avionics, optronics, ammunition).",100,medium
BIOEX,France,,https://www.bio-ex.com/fr/,Manufactures fluorine-free ecological fire-fighting foam concentrates for firefighters and industries.,ECOPOL foam concentrates · FFF fire-fighting foam concentrates · Fire-fighting foams,"Mâts, signalisation & balisage",Training · Foam concentrate sample analysis · Foam concentrate fire suppression testing · Emergency service · Foam concentrate requirement calculator,Formation & entraînement · Ingénierie & conseil,"Civil security, Defense industrials, Defense primes",Green chemistry (PFAS-free) · Certified ecological formulations,Autre — à qualifier,"Specialist supplier of fire-fighting foams for firefighters and high-risk sectors (oil, chemicals, aeronautics) — relevant for fire-fighting equipment at defense facilities.",100,manual
BREN-TRONICS,France,,http://www.bren-tronics.com/,Manufactures rechargeable lithium-ion batteries and charging systems for military portable equipment and field applications.,Portable-format 6T lithium-ion batteries · Military charging systems · Battery accessories,"Mâts, signalisation & balisage",Distribution,Distribution & représentation,"MoD / Armed Forces, Defense primes",Lithium-ion,Autre — à qualifier,Specialist supplier of portable power sources for tactical equipment — direct access to battery/charger supply contracts with European armed forces.,100,manual
BRIE CHAMPAGNE INDUSTRIE,France,,http://www.bc-indus.fr/,"Designs and manufactures tactical shelters, deployable camps and modular metal structures for armed forces and civil security.",Modular tactical shelters · Deployable emergency camps · Metal structures for forward operating bases · CBRN shelters,"Conteneurs, malles, shelters · NRBC (masques, tenues, détecteurs)",Site integration · Power projection logistics · Shelter MRO,Intégration de systèmes · MCO / MRO,"MoD / Armed Forces, Civil security, Export / international",Hardened shelters · Military thermal insulation,Imagerie infrarouge,French tactical shelter supplier — partner for French forces in OPEX deployments and humanitarian aid operations.,100,manual
BSE,France,,https://www.bse-ambulances.com./,"Designs and manufactures military ambulances, medical vehicles, and tactical care modules.",4x4 military ambulances · deployable tactical care modules · medical transport equipment,Ambulances & véhicules sanitaires,vehicle integration · operational medical training,Intégration de systèmes · Formation & entraînement,"MoD / Armed Forces, Civil security, Export / international",medical vehicle ergonomics,Autre — à qualifier,French supplier of military ambulances — targeting export markets and the French institutional market (Service de Santé des Armées).,100,manual
BT2i,France,,https://www.bt2igroup.com/,"Designs and manufactures precision mechanical parts, welded assemblies, and CNC-machined components for defense primes.",precision mechanical parts · welded mechanical assemblies · CNC-machined components · mechanical parts,Pièces mécaniques & usinage · Matériaux composites & blindage,training · certification / testing,Formation & entraînement · Certification & tests,Defense primes,composite materials,Matériaux composites,Competitor in precision mechanical parts — potential target for sales of complementary sub-systems or associated services.,100,medium
C.S.A. Construction Structures Aéronautiques,France,,https://csa-creuzet.com/,Manufactures and machines large-dimension complex parts in titanium and aluminum for the aerospace industry.,"Large-dimension machined parts (titanium, aluminum, steels) · Tooling and metallic molds · Primary parts for aerospace",Pièces mécaniques & usinage,Multi-axis CNC machining · Design and industrialization · Machined subcontracting,Sous-traitance industrielle · Ingénierie & conseil,"Defense prime contractors, Defense industrials",5-axis CNC machining · High-throughput multi-spindle machines,Autre — à qualifier,Precision aerospace subcontractor (Aerospace Valley cluster) — potential supplier for complex titanium/aluminum structural parts in the defense supply chain.,100,manual
CALIP GROUP,France,,http://www.calip-group.fr/,Provides mechanical machining subcontracting services for defense and industry.,precision machined parts · micro-mechanical assemblies · complex CNC components,Pièces mécaniques & usinage,training · certification / testing,Formation & entraînement · Certification & tests,"Defense prime contractors, Defense industrials",precision mechanics · 5-axis machining,Autre — à qualifier,"EN9100/AQAP-eligible subcontractor — potential supplier for short-run parts in defense programs (Scorpion, Eurofighter, MGCS).",100,medium
